,Specific Location,Amenities,Bedroom,Bathroom,Toilet,Description,Location,New,Duplex,Lux,Estate,locationbed,estate_price,terraced_price,new_price,value,location_rank,rank,Price
1613, off road 14 lekki phase 1 lekki lagos,7,4,3,4,A very well maintained self serviced 3bedroom flat in a serene residential area of Lekki phase 1 available to let. Suitable for Office use or residential ... ...,lekki,1,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,2,39,7,3000000
1614, ikate lekki lagos,10,5,5,5,"FOR RENT!!! Newly built 5 bedroom with BQ(suitable for commercial use) LOCATION: Kusenla road, Ikate-Lekki RENT: 6m per annum LEGAL: 10% AGENCY: 10% CAUTION: 100k ... ...",lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1615, chevron lekki lagos,8,4,4,4,"FULLY SERVICED 4 BEDROOM SEMI-DETACHED DUPLEX FOR RENT!!! - - Chevron, Lekki, Lagos Price: 3.5M per annum Features: - New - All Rooms Ensuite - Carport - CCTV Cameras - Swimming Pool - Fully Fitted Kitchen - Stamped Concrete Floor - 2 Lounges - Sound System ... New. Furnished. All Room Ensuit. Big Compound. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3500000
1616, lekki lagos,4,2,2,2,Decent 2 bedroom for rent in Lekki ... ...,lekki,1,1,1,1,lekki2,1500000.0,2000000.0,1700000.0,4,34,6,2000000
1617," around crown estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",6,3,3,3,"A Newly Built Luxury 2 Bedrooms Flat in a very cool, serene, seriously guarded, well gated and highly secured Estate with clean water, good light, easy access to the road and close to the road ... New. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Restaurants Nearby. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Street Lights. Water Treatment. ...",lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1000000
1618," not far from pinnock beach estate, jakande, lekki osapa london lekki lagos",6,3,3,3,"Luxury all Ensuite 3 bedroom apartment in Osapa, Jakande Location: Not far from Pinnock Beach Estate, Jakande, Lekki 24hrs power 24hrs Security 24hrs Treated water supply Fully fitted Kitchen Marble walls Well tiled apartment ACs to be installed in all the rooms *below are ... Serviced. New. Boys Quater. Security. All Room Ensuit. Cctv Cameras. Big Compound. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. Water Treatment. ...",lekki,1,1,0,1,lekki3,2000000.0,2500000.0,2500000.0,3,38,7,2500000
1619, oral estate lekki lagos,10,5,5,5,*FULLY DETACHED CONTEMPORARY DUPLEX* Pay and park in brand new 5 bed room Fully Detached Duplex FEATURES: Secured and gated estate Jacuzzi Interlocked road Well channelled drainage system Large parking space Spacious living room with guest toilet Dining session Well positioned fitted kitchen with back ... New. Furnished. All Room Ensuit. Big Compound. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. ...,lekki,1,0,1,1,lekki5,3500000.0,5000000.0,4000000.0,3,48,9,4500000
1620, estate osapa london lekki lagos,2,1,1,1,Nice and Standard Service Mini Flat available in a Serene and Secured Estate in Osapa Lekki Lagos. Features: Standard room with Nice Wardrobe; Serene and cozy environment; fence and gated compound; good road network; good ... Serviced. Security. Supermarket Nearby. 24 Hours Security. ...,lekki,0,0,0,1,lekki1,800000.0,1300000.0,1169999.9999999988,1,21,4,850000
1621, osapa osapa london lekki lagos,2,1,1,1,Rent 1. 2 Agency and legal 10% respectively Caution 50k refundable Sc not fixed yet Just 2 in a compound ... ...,lekki,1,0,0,1,lekki1,800000.0,1300000.0,1169999.9999999988,2,21,4,1200000
1622, ikate elegushi ikate lekki lagos,5,3,2,3,Lovely 2bedrooms flat with a guest toilet available in a serene area of Ikate with close proximity to VI and Ikoyi. House is newly built with great design and has a spacious compound for ... ...,lekki,0,0,0,1,lekki3,2000000.0,2500000.0,2500000.0,1,38,7,2000000
1623, lekki phase 2 lekki phase 2 lekki lagos,9,5,4,5,Luxury 4bed semi detached duplex with a mini flat bq(has a kitchen) Rent:2.3m Location :crown estate ... ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1624, chevy view estate chevron lekki lagos,11,6,5,6,"Lovely apartment in Chevy View for rent Rent 5M Caution fee not setting yet Agency 10% Legal 5% Service charge 350k which covers security, water treatment and waste disposal Self-service ... Serviced. New. Boys Quater. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Jacuzzi. Security. All Room Ensuit. Supermarket Nearby. Gym. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Water Treatment. ...",lekki,0,0,0,0,lekki6,5500000.0,6200000.0,6200000.0,0,54,10,5000000
1625, lekki paradise estate chevron lekki lagos,9,5,4,5,The property is a newly built 4 bedroom detached house with boy's quarter located in a serene gated estate off Chevron Drive. The property is fenced round and finished with the best modern facilities and ... Serviced. New. Boys Quater. Security. All Room Ensuit. Big Compound. Security Doors. 24 Hours Electricity. 24 Hours Security. Water Treatment. ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5000000
1626, osapa london lekki lagos,12,6,6,6,"6 BEDROOM FULLY DETACHED DUPLEX FOR RENT!!! • Location: Victory Park, Osapa London Price: 7M Features: - New - All Rooms Ensuite - Carport - CCTV Cameras - Fully Fitted Kitchen - Stamped Concrete Floor - Sound System - Security House - Box Room -1 BQ ... Serviced. New. Furnished. All Room Ensuit. Big Compound. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. ...",lekki,1,1,0,1,lekki6,5500000.0,6200000.0,6200000.0,3,54,10,6200000
1627," ikate elegushi, ikate lekki lagos",6,3,3,3,. ... ...,lekki,1,1,1,1,lekki3,2000000.0,2500000.0,2500000.0,4,38,7,3000000
1628, ikate lekki lagos ikate lekki lagos,5,3,2,3,"Clean 3 bedroom flat upstairs all rooms ensuite, spacious rooms and spacious sitting room fitted kitchen. Facing interlocked road. ... Serviced. New. Cheap. All Room Ensuit. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...",lekki,1,1,0,1,lekki3,2000000.0,2500000.0,2500000.0,3,38,7,2500000
1629, osapa osapa london lekki lagos,2,1,1,1,Luxurious single room shared apartment at Osapa-London. Features All rooms are spacious All en-suits room Wardrobe Clean water Central generator Fitted kitchen Washing machine ... ...,lekki,0,0,0,0,lekki1,800000.0,1300000.0,1169999.9999999988,0,21,4,600000
1630, lekki phase 1 lekki lagos,10,5,5,5,FOR RENT!!! Brand New Exquisitely Built & Very Spacious 5 bedroom detached duplex with BQ FEATURES: - Excellent space arrangement - Secured & enclosed environment - Fully Fitted Kitchen - Car Port - All Rooms En-suite - Beautiful Sit Out - Top notch ... New. ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1631, chevron lekki lagos,9,5,4,5,NEW LISTING... This is a tastefully finished 4 bedroom detached duplex with a BQ available for rent. FEATURES: Smoke Detector Water Sprinkler Security House Water Treatment Plant Power Kitchen Design The Jumbo Size Well-interlocked compound Green Areas Very Spacious Compound Giant Sized sitting room & bedrooms Highly ... New. Jacuzzi. Security. Governor's Consent. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. Street Lights. Water Treatment. ...,lekki,1,0,1,1,lekki5,3500000.0,5000000.0,4000000.0,3,48,9,4500000
1632," off freedom way, lekki phase 1 lekki phase 1 lekki lagos",3,2,1,2,"New mini flat in a Serene environment lekki 1, off freedom way Lagos. It comes with two toilet, big kitchen, store, stable light, excellent proximity, clean water etc ... ...",lekki,0,0,0,0,lekki2,1500000.0,2000000.0,1700000.0,0,34,6,1400000
1633, ikota villa estate ikota lekki lagos,7,4,3,4,Very lovely 3bedroom flat in a nice residential estate ... ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1634, 5 street estate osapa london lekki lagos,2,1,1,1,A Portable BQ SELFCON with Access to kitchen at OSAPA London Lekki. Features: Access to kitchen Ensuit toilet and bathroom Clean water system Regular power supply 24hrs security Good drainage system Good proximity to the express Call to book and appointment for viewing while ... ...,lekki,0,0,0,0,lekki1,800000.0,1300000.0,1169999.9999999988,0,21,4,400000
1635, osapa london osapa london lekki lagos,5,3,2,3,"The apartment is a tastefully finished 2 bedroom flat located in a good neighborhood. It is a serviced apartment. Ceiling is finished with POP and floor with ceramic tiles. Rent #2m,service charge 240,000 ... Serviced. Security. All Room Ensuit. Security Doors. ...",lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1800000
1636, agungi agungi lekki lagos,7,4,3,4,"Serviced estate with great facilities, nicely ventilated houses with green areas and playzone for kids ... ...",lekki,0,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,1,39,7,2500000
1637, chevy view estate chevron lekki lagos,7,4,3,4,Three Bedroom Duplex in Chevy View Estate Chevron Lekki Rent:2.2m A/A 10% each Note: inspection fee is 3k Contact: God's Empire Real Estate Consultant Mr Napoleon ... Cheap. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Survey. Church Nearby. Security. All Room Ensuit. Supermarket Nearby. Parking Space. Pop Ceiling. Children Play Ground. Child Care. Water Treatment. ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2200000
1638, igbo efon by eti osa lg igbo efon lekki lagos,5,3,2,3,2bedroom apartment @ igbo efon eti osa L.G lekki road ... New. Cheap. Renovated. Security. All Room Ensuit. Supermarket Nearby. Drainage System. Water Treatment. ...,lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1000000
1639, lekki lagos,8,4,4,4,4Bed+BQ terrace apartment with fully furnished kitchen. Location:Lekki Rent- 3.5m Service charge- 400k ... ...,lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3500000
1640, osapa london osapa london lekki lagos,2,1,1,1,Lovely units of mini flat newly built in an estate. Just 2 tenants in the compound ... ...,lekki,0,0,0,1,lekki1,800000.0,1300000.0,1169999.9999999988,1,21,4,1100000
1641, lekki ph1 estate lagos. lekki phase 1 lekki lagos,7,4,3,4,"3 bedroom serviced apartment with a room BQ, pool and gym in quiet and safe area of lekki phase one Rent: 5m Service charge including diesel per annum: 2.8m. (Agt Gab). ... Serviced. Boys Quater. Security. All Room Ensuit. Big Compound. Gym. Security Doors. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. Water Treatment. ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,4300000
1642, osapa london lekki lagos,6,3,3,3,3 bedroom flat with a Bq Osapa London Rent 2M Self service ... Boys Quater. All Room Ensuit. Big Compound. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. ...,lekki,0,0,0,1,lekki3,2000000.0,2500000.0,2500000.0,1,38,7,2000000
1643, oceanestate ologolo lekki lagos,8,4,4,4,"A brand new 3 bedroom flat inside an estate at ologolo,upstairs, good road,clean water and secured. ... New. Cheap. Security. All Room Ensuit. Big Compound. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Street Lights. Water Treatment. Church Nearby. ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1644, ocean breeze ologolo lekki lagos,10,5,5,5,"A brand new 4 bedroom semi detached/terrace duplex,inside an estate,well secured ... New. Cheap. Boys Quater. Big Compound. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Security. All Room Ensuit. Parking Space. 24 Hours Electricity. Pop Ceiling. Water Treatment. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1645, agungi agungi lekki lagos,3,1,2,1,Well finished serviced 2Bedroom Flat in a nice serene mini estate in Agungi. Facilities: Generator Gym Roof Terrace Elevator Rent: N2m p.a Service Charge: N504k Power: N89/kw ... ...,lekki,1,1,1,1,lekki1,800000.0,1300000.0,1169999.9999999988,4,21,4,2000000
1646, lekki lagos,2,1,1,1,"A newly built mini flat Location: lekki Rent: #1,600,000 Services charge:#150,000 Caution:#150k Agency and legal 5% each ... ...",lekki,1,1,1,1,lekki1,800000.0,1300000.0,1169999.9999999988,4,21,4,1600000
1647, before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,10,5,5,5,"A Brand New 4 Bedrooms Duplex in a serene, well gated, seriously guarded and highly secured Environment with easy access to the road, very close to the road, good light and clean water before Blenco ... New. Cheap. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Street Lights. Water Treatment. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1648," ikate elegushi, lekki lagos",2,1,1,1,"Standard room self available for rent in ikate elegushi,upstairs Running water,parking space,self serviced , wardrobe but no kitchen . Rent :500k Total package 570k ... ...",lekki,0,0,0,0,lekki1,800000.0,1300000.0,1169999.9999999988,0,21,4,500000
1649, before sangotedo market in sangotedo in ajah axis lekki. sangotedo ajah lagos,6,3,3,3,"A Well Kept 2 Bedrooms Flat in a peaceful, gated and secure area with good roads, very close to the road, clean water, easy access to the roads and good light in Sangotedo in Ajah ... Cheap. Renovated. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. Pop Ceiling. Water Treatment. ...",lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1000000
1650, off kusenla ikate lekki lagos,9,5,4,5,Lovely serviced terrace duplex available for rent off Kusenla in a contemporary residential setting. Each duplex has its own private backyard and parking space allotted to each unit. Fitted kitchen and a penthouse master bedroom. ... ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1651, off admiralty road lekki phase 1 lekki lagos,8,4,4,4,"This beautifully built terrace offers a lovely designed 4 bedrooms finished with modern facilities, good family setting, a clean, cozy and serene environment. the property also comes serviced with services such as power, back-up generator, ... ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,4300000
1652, by mobolaji johnson lekki phase 1 lekki lagos,7,4,3,4,A cozy and lovely 3 bed house with 2 big sitting room up and down that can accommodate 20-25 staffs in a well developed area close to the Lekki Epe express. great accessibility for clients ... ...,lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3500000
1653, around the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,"A Newly Built Nice 4 Bedrooms Duplex in a very cool, seriously guarded, well gated and highly secured Estate with good roads, easy access to the roads, good light, clean water, very close to the ... Serviced. New. Cheap. Boys Quater. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Parking Space. 24 Hours Electricity. Pop Ceiling. Children Play Ground. Child Care. Water Treatment. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1654, . ologolo lekki lagos,7,4,3,4,"Tastefully finished 3 bedroom terraced duplex with bq in a good serene environment, 24hrs power supply and 24hrs armed security. ... ...",lekki,1,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,2,39,7,3200000
1655, lekki phase 1 lekki lagos,2,1,1,1,Decent Mini flat located at lekki phase 1. Rent 1.5m per annum Service charge 300k ... Serviced. New. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Restaurants Nearby. Security Doors. Pop Ceiling. 24 Hours Security. Drainage System. Street Lights. ...,lekki,1,1,1,1,lekki1,800000.0,1300000.0,1169999.9999999988,4,21,4,1500000
1656, close to the spar ikate lekki lagos,8,4,4,4,Serviced 3 bedroom with bq and swimming pool with 24/7 power in an estate in ikate. Features include All rooms ensuite Fitted kitchen Guest toilet Balcony Large living area space Large kitchen and bedrooms Swimming pool Gym Facility management office Ample parking space Water treatment plant 24/7 ... ...,lekki,1,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,2,39,7,3000000
1657, lekki right lekki phase 1 lekki lagos,7,4,3,4,Serviced apartment with facility maintenance team on site. ... ...,lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3800000
1658, ikota lekki lagos,8,4,4,4,"4 BEDROOM SEMI-DETACHED DUPLEX FOR RENT!!! - - Ikota, Lekki, Lagos Price: 3M per annum Features: - New - All Rooms Ensuite - Carport - CCTV Cameras - Fitted Kitchen - BQ - Stamped Concrete Floor - Family Lounge - Sound System - 1 BQ ... Serviced. New. Boys Quater. All Room Ensuit. Cctv Cameras. Big Compound. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. ...",lekki,1,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,2,39,7,3000000
